iter	RMSE
652	3.619690587
653	3.616042159
654	3.613394834
655	3.610254403
656	3.608303755
657	3.605591934
658	3.605220672
659	3.604053995
660	3.601816352
661	3.60125086
662	3.597894134
663	3.59697748
664	3.592222386
665	3.591948079
666	3.59157253
667	3.590050238
668	3.589764438
669	3.586786943
670	3.585443384
671	3.585120502
672	3.584862883
673	3.581731517
674	3.580213096
675	3.576414962
676	3.57610843
677	3.575788704
678	3.572973508
679	3.572142961
680	3.569007382
681	3.568725675
682	3.565213739
683	3.564965416
684	3.563649095
685	3.561421003
686	3.561005249
687	3.560020801
688	3.556811921
689	3.554615477
690	3.552748511
691	3.552002897
692	3.551383861
693	3.549969319
694	3.548548163
695	3.546656889
696	3.543804857
697	3.542324193
698	3.539103187
699	3.538287387
700	3.53794168
701	3.536312759
702	3.53606405
703	3.535372643
704	3.533424223
705	3.531578696
706	3.530991295
707	3.5294793
708	3.52657464
709	3.524140078
710	3.523807207
711	3.519926176
712	3.5174507
713	3.516252339
714	3.513133213
715	3.510918098
716	3.509246222
717	3.507423088
718	3.506331834
719	3.50604302
720	3.505435109
721	3.503170028
722	3.501148067
723	3.498492704
724	3.49824392
725	3.497914715
726	3.497444543
727	3.497185073
728	3.495644747
729	3.49440657
730	3.491252761
731	3.489322921
732	3.487576725
733	3.486320313
734	3.486008436
735	3.48271921
736	3.480092236
737	3.477743222
738	3.476711075
739	3.474652092
740	3.472942596
741	3.471587727
742	3.471467489
743	3.470145793
744	3.466051328
745	3.465060632
746	3.4630186
747	3.462376018
748	3.461065919
749	3.460882791
750	3.459468912
751	3.456290211
752	3.456157206
753	3.454293051
754	3.451676963
755	3.448292797
756	3.447288867
757	3.44487197
758	3.444671975
759	3.443115569
760	3.439186401
761	3.436872731
762	3.435663865
763	3.433355529
764	3.431710568
765	3.429096504
766	3.427606989
767	3.427462977
768	3.427212985
769	3.426693891
770	3.423329187
771	3.422732701
772	3.42086493
773	3.419597886
774	3.417204157
775	3.416935989
776	3.413189276
777	3.412946978
778	3.411142657
779	3.409703526
780	3.408211058
781	3.405016482
782	3.402342208
783	3.400941639
784	3.398217272
785	3.395943775
786	3.394113354
787	3.391240569
788	3.387657432
789	3.386652744
790	3.38363497
791	3.383117866
792	3.380065483
793	3.379900095
794	3.378330441
795	3.375572911
796	3.372917812
797	3.372060592
798	3.370925599
799	3.369622544
800	3.368802806
801	3.366661033
802	3.365273837
803	3.363178356
804	3.361986518
805	3.361693806
806	3.359348725
807	3.355808925
808	3.354855118
809	3.35411853
810	3.353952167
811	3.351772273
812	3.350113269
813	3.348059982
814	3.347887063
815	3.345374944
816	3.343161362
817	3.34301899
818	3.34020101
819	3.34009056
820	3.33940215
821	3.337834454
822	3.334671921
823	3.331778931
824	3.329502451
825	3.328703283
826	3.328205006
827	3.327898188
828	3.324502902
829	3.321403415
830	3.320101945
831	3.319635478
832	3.317085048
833	3.316702917
834	3.313603303
835	3.311841564
836	3.30946607
837	3.307407066
838	3.305050899
839	3.301787366
840	3.300613366
841	3.299200692
842	3.299131506
843	3.295681897
844	3.295434945
845	3.29229516
846	3.289980539
847	3.288017643
848	3.287096383
849	3.284196152
850	3.282982582
851	3.281350866
852	3.281279072
853	3.279805119
854	3.278414684
855	3.276954056
856	3.275324232
857	3.273246067
858	3.27297123
859	3.271637758
860	3.269510409
861	3.266986305
862	3.265377062
863	3.263945466
864	3.262003349
865	3.259860864
866	3.257935511
867	3.257024536
868	3.255064994
869	3.253295774
870	3.250685693
871	3.250529703
872	3.247768398
873	3.247680674
874	3.244293811
875	3.241188657
876	3.23921706
877	3.238666015
878	3.236454172
879	3.235086138
880	3.233276952
881	3.230968015
882	3.229569545
883	3.228957445
884	3.228262131
885	3.225957035
886	3.224781678
887	3.223425399
888	3.220794639
889	3.220455089
890	3.218811975
891	3.21628215
892	3.215536919
893	3.21481343
894	3.213257609
895	3.212049618
896	3.210026224
897	3.209277224
898	3.20817581
899	3.20493673
900	3.203333105
901	3.201338926
902	3.199845105
903	3.198790857
904	3.196960002
905	3.19489383
906	3.191200885
907	3.190006038
908	3.188297132
909	3.186007307
910	3.183740562
911	3.180105671
912	3.177902647
913	3.177114297
914	3.176445621
915	3.175213283
916	3.173666783
917	3.172938793
918	3.172726901
919	3.170296574
920	3.167709184
921	3.167328808
922	3.166965503
923	3.164647589
924	3.162781857
925	3.162188609
926	3.160835287
927	3.156954006
928	3.155901346
929	3.155177933
930	3.15494274
931	3.152548527
932	3.150394421
933	3.149924311
934	3.147886109
935	3.145739376
936	3.142661577
937	3.140514717
938	3.139037029
939	3.135773722
940	3.134863181
941	3.132955651
942	3.131439774
943	3.13047132
944	3.129913255
945	3.12836299
946	3.127456241
947	3.127324395
948	3.124656668
949	3.123179948
950	3.121154664
951	3.118814175
952	3.11565729
953	3.114621875
954	3.113627108
955	3.112852848
956	3.110027097
957	3.107895422
958	3.106011551
959	3.104033169
960	3.10328619
961	3.101965748
962	3.100167989
963	3.099058531
964	3.098895934
965	3.098256187
966	3.09816452
967	3.098042565
968	3.097841772
969	3.097707105
970	3.096255271
971	3.095140088
972	3.092066655
973	3.090709876
974	3.08942311
975	3.086670225
976	3.086020011
977	3.084970025
978	3.08428026
979	3.082643731
980	3.080868648
981	3.078862801
982	3.076569655
983	3.07440488
984	3.073042399
985	3.073020482
986	3.069698887
987	3.067615665
988	3.066954422
989	3.065075762
990	3.062834455
991	3.061221019
992	3.058627127
993	3.056642916
994	3.054863033
995	3.054003565
996	3.05346797
997	3.051674157
998	3.050462083
999	3.050305024
